"seqword_main_id","genus","species","strain","description","lineage","lineage","lineage","sequence","sequence_length","locus_length","left_border","fk_accessions_id"
1213,"Brucella","suis","ATCC 23445","Brucella suis ATCC 23445 chromosome I, NC_010167","Alphaproteobacteria","Alphaproteobacteria",1,1400844,1400844,0,1245,
2544,"Rhizobium","sp.","NGR234","Rhizobium sp. NGR234 chromosome I, NC_012587","Alphaproteobacteria","Alphaproteobacteria",1,3925702,3925702,0,2559,
864,"Sinorhizobium","meliloti",1021,"Sinorhizobium meliloti 1021 chromosome I, NC_003047","Alphaproteobacteria","Alphaproteobacteria",1,3654135,3654135,0,864,
1083,"Rickettsia","massiliae","MTU5","Rickettsia massiliae MTU5 plasmid I, NC_009897","Alphaproteobacteria","Alphaproteobacteria",2,15286,15286,0,1115,
1082,"Rickettsia","massiliae","MTU5","Rickettsia massiliae MTU5 chromosome I, NC_009900","Alphaproteobacteria","Alphaproteobacteria",1,1360898,1360898,0,1114,
1600,"Rhodobacter","sphaeroides","KD131","Rhodobacter sphaeroides KD131 chromosome I, NC_011958","Alphaproteobacteria","Alphaproteobacteria",1,1297647,1297647,0,1615,
611,"Nitrobacter","winogradskyi","Nb-255","Nitrobacter winogradskyi Nb-255 chromosome I, NC_007406","Alphaproteobacteria","Alphaproteobacteria",1,3402093,3402093,0,611,
386,"Gluconobacter","oxydans","621H","Gluconobacter oxydans 621H chromosome I, NC_006677","Alphaproteobacteria","Alphaproteobacteria",1,2702173,2702173,0,386,
2520,"Persephonella","marina","EX-H1","Persephonella marina EX-H1 chromosome I, NC_012440","Aquificae","Aquificae",1,1930284,1930284,0,2535,
1356,"Sulfurihydrogenibium","sp.","YO3AOP1","Sulfurihydrogenibium sp. YO3AOP1 chromosome I, NC_010730","Aquificae","Aquificae",1,1838442,1838442,0,1372,
48,"Aquifex","aeolicus","VF5","Aquifex aeolicus VF5 chromosome I, NC_000918","Aquificae","Aquificae",1,1551335,1551335,0,48,
1415,"Hydrogenobaculum","sp.","Y04AAS1","Hydrogenobaculum sp. Y04AAS1 chromosome I, NC_011126","Aquificae","Aquificae",1,1559514,1559514,0,1430,
1272,"Chlorobium","phaeobacteroides","BS1","Chlorobium phaeobacteroides BS1 chromosome I, NC_010831","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2736403,2736403,0,1299,
1375,"Amoebophilus","asiaticus","5a2","Amoebophilus asiaticus 5a2 chromosome I, NC_010830","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,1884364,1884364,0,1390,
391,"Gramella","forsetii","KT0803","Gramella forsetii KT0803 chromosome I, NC_008571","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,3798465,3798465,0,391,
1399,"Pelodictyon","phaeoclathratiforme","BU-1","Pelodictyon phaeoclathratiforme BU-1 chromosome I, NC_011060","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,3018238,3018238,0,1414,
678,"Porphyromonas","gingivalis","W83","Porphyromonas gingivalis W83 chromosome I, NC_002950","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2343476,2343476,0,678,
245,"Chlorobium","tepidum","TLS","Chlorobium tepidum TLS chromosome I, NC_002932","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2154946,2154946,0,245,
656,"Pelodictyon","luteolum","DSM273","Pelodictyon luteolum DSM273 chromosome I, NC_007512","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2364842,2364842,0,656,
1273,"Chloroherpeton","thalassium","ATCC","Chloroherpeton thalassium ATCC 35110 chromosome, I$NC_011026.txt","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,3293456,3293456,0,1300,
1271,"Chlorobaculum","parvum","NCIB","Chlorobaculum parvum NCIB 8327 chromosome, I$NC_011027.txt","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2289249,2289249,0,1298,
365,"Flavobacterium","johnsoniae","UW101","Flavobacterium johnsoniae UW101 chromosome I, NC_009441","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,6096872,6096872,0,365,
97,"Bacteroides","thetaiotaomicron","VPI-5482","Bacteroides thetaiotaomicron VPI-5482 chromosome I, NC_004663","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,6260361,6260361,0,97,
293,"Cytophaga","hutchinsonii","ATCC 33406","Cytophaga hutchinsonii ATCC 33406 chromosome I, NC_008255","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,4433218,4433218,0,293,
644,"Parabacteroides","distasonis","ATCC 8503","Parabacteroides distasonis ATCC 8503 chromosome I, NC_009615","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,4811379,4811379,0,644,
93,"Bacteroides","fragilis","NCTC 9343","Bacteroides fragilis NCTC 9343 chromosome I, NC_003228","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,5205140,5205140,0,93,
1337,"Porphyromonas","gingivalis","ATCC","Porphyromonas gingivalis ATCC 33277 chromosome, I$NC_010729.txt","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2354886,2354886,0,1353,
1401,"Prosthecochloris","aestuarii","DSM 271","Prosthecochloris aestuarii DSM 271 chromosome I, NC_011059","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2512923,2512923,0,1416,
366,"Flavobacterium","psychrophilum","JIP02-86","Flavobacterium psychrophilum JIP02-86 chromosome I, NC_009613","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,2861988,2861988,0,366,
99,"Bacteroides","vulgatus","ATCC 8482","Bacteroides vulgatus ATCC 8482 chromosome I, NC_009614","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,5163189,5163189,0,99,
693,"Prosthecochloris","vibrioformis","DSM 265","Prosthecochloris vibrioformis DSM 265 chromosome I, NC_009337","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,1966858,1966858,0,693,
95,"Bacteroides","fragilis","YCH46","Bacteroides fragilis YCH46 chromosome I, NC_006347","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,5277274,5277274,0,95,
808,"Salinibacter","ruber","DSM13855","Salinibacter ruber DSM13855 chromosome I, NC_007677","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,3551823,3551823,0,808,
244,"Chlorobium","phaeobacteroides","DSM266","Chlorobium phaeobacteroides DSM266 chromosome I, NC_008639","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,3133902,3133902,0,244,
185,"Burkholderia","pseudomallei","1710b","Burkholderia pseudomallei 1710b chromosome I, NC_007434","Betaproteobacteria","Betaproteobacteria",1,4126292,4126292,0,185,
1424,"Burkholderia","cepacia","AMMD","Burkholderia cepacia AMMD chromosome II, NC_008391","Betaproteobacteria","Betaproteobacteria",1,2646969,2646969,0,1439,
666,"Polaromonas","naphthalenivorans","CJ2","Polaromonas naphthalenivorans CJ2 chromosome I, NC_008781","Betaproteobacteria","Betaproteobacteria",1,4410291,4410291,0,666,
111,"Bordetella","pertussis","Tohama-I","Bordetella pertussis Tohama-I chromosome I, NC_002929","Betaproteobacteria","Betaproteobacteria",1,4086189,4086189,0,111,
1382,"Burkholderia","multivorans","ATCC 17616","Burkholderia multivorans ATCC 17616 chromosome III, NC_010801","Betaproteobacteria","Betaproteobacteria",1,919805,919805,0,1397,
1423,"Burkholderia","cepacia","AMMD","Burkholderia cepacia AMMD chromosome I, NC_008390","Betaproteobacteria","Betaproteobacteria",1,3556545,3556545,0,1438,
677,"Polynucleobacter","sp.","QLW-P1DMWA-1","Polynucleobacter sp. QLW-P1DMWA-1 chromosome I, NC_009379","Betaproteobacteria","Betaproteobacteria",1,2159490,2159490,0,677,
984,"Thiobacillus","denitrificans","ATCC 25259","Thiobacillus denitrificans ATCC 25259 chromosome I, NC_007404","Betaproteobacteria","Betaproteobacteria",1,2909809,2909809,0,984,
2532,"Burkholderia","glumae","BGR1","Burkholderia glumae BGR1 chromosome II, NC_012721","Betaproteobacteria","Betaproteobacteria",1,2827355,2827355,0,2547,
534,"Methylobium","petroleophilum","PM1","Methylobium petroleophilum PM1 chromosome I, NC_008825","Betaproteobacteria","Betaproteobacteria",1,4044195,4044195,0,534,
179,"Burkholderia","mallei","NCTC 10247","Burkholderia mallei NCTC 10247 chromosome I, NC_009079","Betaproteobacteria","Betaproteobacteria",1,2352693,2352693,0,179,
1310,"Leptothrix","cholodnii","SP-6","Leptothrix cholodnii SP-6 chromosome I, NC_010524","Betaproteobacteria","Betaproteobacteria",1,4909403,4909403,0,1331,
779,"Rhodoferax","ferrireducens","T118","Rhodoferax ferrireducens T118 chromosome I, NC_007908","Betaproteobacteria","Betaproteobacteria",1,4712337,4712337,0,779,
168,"Burkholderia","cenocepacia","HI2424","Burkholderia cenocepacia HI2424 chromosome I, NC_008542","Betaproteobacteria","Betaproteobacteria",1,3483902,3483902,0,168,
1260,"Burkholderia","cenocepacia","MC0-3","Burkholderia cenocepacia MC0-3 chromosome III, NC_010512","Betaproteobacteria","Betaproteobacteria",1,1224595,1224595,0,1288,
1255,"Burkholderia","ambifaria","MC40-6","Burkholderia ambifaria MC40-6 chromosome I, NC_010551","Betaproteobacteria","Betaproteobacteria",1,3443583,3443583,0,1283,
10,"Acidovorax","avenae","subsp. citrulli AAC00-1","Acidovorax avenae subsp. citrulli AAC00-1 chromosome I, NC_008752","Betaproteobacteria","Betaproteobacteria",1,5352772,5352772,0,10,
1425,"Burkholderia","cepacia","AMMD","Burkholderia cepacia AMMD chromosome III, NC_008392","Betaproteobacteria","Betaproteobacteria",1,1281472,1281472,0,1440,
1483,"Burkholderia","phytofirmans","PsJN","Burkholderia phytofirmans PsJN chromosome I, NC_010681","Betaproteobacteria","Betaproteobacteria",1,4467537,4467537,0,1498,
993,"Verminephrobacter","eiseniae","EF01-2","Verminephrobacter eiseniae EF01-2 chromosome I, NC_008786","Betaproteobacteria","Betaproteobacteria",1,5566749,5566749,0,993,
294,"Dechloromonas","aromatica","RCB","Dechloromonas aromatica RCB chromosome I, NC_007298","Betaproteobacteria","Betaproteobacteria",1,4501104,4501104,0,294,
1381,"Burkholderia","multivorans","ATCC 17616","Burkholderia multivorans ATCC 17616 chromosome II, NC_010805","Betaproteobacteria","Betaproteobacteria",1,2473162,2473162,0,1396,
429,"Janthinobacterium","sp.","Marseille","Janthinobacterium sp. Marseille chromosome I, NC_009659","Betaproteobacteria","Betaproteobacteria",1,4110251,4110251,0,429,
745,"Ralstonia","solanacearum","GMI1000","Ralstonia solanacearum GMI1000 chromosome I, NC_003295","Betaproteobacteria","Betaproteobacteria",1,3716413,3716413,0,745,
1201,"Neisseria","meningitidis",53442,"Neisseria meningitidis 053442 chromosome I, NC_010120","Betaproteobacteria","Betaproteobacteria",1,2153416,2153416,0,1233,
735,"Ralstonia","eutropha","H16","Ralstonia eutropha H16 chromosome I, NC_008313","Betaproteobacteria","Betaproteobacteria",1,4052032,4052032,0,735,
738,"Ralstonia","eutropha","JMP134","Ralstonia eutropha JMP134 chromosome II, NC_007348","Betaproteobacteria","Betaproteobacteria",1,1526152,1526152,0,738,
741,"Ralstonia","metallidurans","CH34","Ralstonia metallidurans CH34 chromosome I, NC_007973","Betaproteobacteria","Betaproteobacteria",1,3928089,3928089,0,741,
2531,"Burkholderia","glumae","BGR1","Burkholderia glumae BGR1 chromosome I, NC_012724","Betaproteobacteria","Betaproteobacteria",1,3906529,3906529,0,2546,
1602,"Thauera","sp.","MZ1T","Thauera sp. MZ1T chromosome I, NC_011662","Betaproteobacteria","Betaproteobacteria",1,2621531,2621531,0,1617,
1199,"Delftia","acidovorans","SPH-1","Delftia acidovorans SPH-1 chromosome I, NC_010002","Betaproteobacteria","Betaproteobacteria",1,6767514,6767514,0,1231,
1256,"Burkholderia","ambifaria","MC40-6","Burkholderia ambifaria MC40-6 chromosome II, NC_010552","Betaproteobacteria","Betaproteobacteria",1,2769414,2769414,0,1284,
1193,"Burkholderia","multivorans","ATCC 17616","Burkholderia multivorans ATCC 17616 chromosome II, NC_010086","Betaproteobacteria","Betaproteobacteria",1,2472928,2472928,0,1225,
1194,"Burkholderia","multivorans","ATCC 17616","Burkholderia multivorans ATCC 17616 chromosome III, NC_010087","Betaproteobacteria","Betaproteobacteria",1,919806,919806,0,1226,
11,"Acidovorax","sp.","JS42","Acidovorax sp. JS42 chromosome I, NC_008782","Betaproteobacteria","Betaproteobacteria",1,4448856,4448856,0,11,
1263,"Burkholderia","phymatum","STM815","Burkholderia phymatum STM815 chromosome II, NC_010623","Betaproteobacteria","Betaproteobacteria",1,2697374,2697374,0,1291,
1450,"Neisseria","meningitidis","Z2491","Neisseria meningitidis Z2491 chromosome I, NC_003116","Betaproteobacteria","Betaproteobacteria",1,2184406,2184406,0,1465,
110,"Bordetella","parapertussis",12822,"Bordetella parapertussis 12822 chromosome I, NC_002928","Betaproteobacteria","Betaproteobacteria",1,4773551,4773551,0,110,
1380,"Burkholderia","multivorans","ATCC 17616","Burkholderia multivorans ATCC 17616 chromosome I, NC_010804","Betaproteobacteria","Betaproteobacteria",1,3448421,3448421,0,1395,
109,"Bordetella","bronchiseptica","RB50","Bordetella bronchiseptica RB50 chromosome I, NC_002927","Betaproteobacteria","Betaproteobacteria",1,5339179,5339179,0,109,
533,"Methylobacillus","flagellatus","KT","Methylobacillus flagellatus KT chromosome I, NC_007947","Betaproteobacteria","Betaproteobacteria",1,2971517,2971517,0,533,
60,"Azoarcus","sp","EbN1","Azoarcus sp EbN1 chromosome I, NC_006513","Betaproteobacteria","Betaproteobacteria",1,4296230,4296230,0,60,
1259,"Burkholderia","cenocepacia","MC0-3","Burkholderia cenocepacia MC0-3 chromosome I, NC_010508","Betaproteobacteria","Betaproteobacteria",1,3532883,3532883,0,1287,
1257,"Burkholderia","ambifaria","MC40-6","Burkholderia ambifaria MC40-6 chromosome III, NC_010557","Betaproteobacteria","Betaproteobacteria",1,1127947,1127947,0,1285,
1930,"Diaphorobacter","sp.","TPSY","Diaphorobacter sp. TPSY chromosome I, NC_011992","Betaproteobacteria","Betaproteobacteria",1,3796573,3796573,0,1945,
176,"Burkholderia","mallei","ATCC23344","Burkholderia mallei ATCC23344 chromosome II, NC_006349","Betaproteobacteria","Betaproteobacteria",1,2325379,2325379,0,176,
1262,"Burkholderia","phymatum","STM815","Burkholderia phymatum STM815 chromosome I, NC_010622","Betaproteobacteria","Betaproteobacteria",1,3479187,3479187,0,1290,
1261,"Burkholderia","cenocepacia","MC0-3","Burkholderia cenocepacia MC0-3 chromosome II, NC_010515","Betaproteobacteria","Betaproteobacteria",1,3213911,3213911,0,1289,
1474,"Burkholderia","cenocepacia","J2315","Burkholderia cenocepacia J2315 chromosome I, NC_011002","Betaproteobacteria","Betaproteobacteria",1,875977,875977,0,1489,
183,"Burkholderia","pseudomallei","1106a","Burkholderia pseudomallei 1106a chromosome I, NC_009076","Betaproteobacteria","Betaproteobacteria",1,3988455,3988455,0,183,
181,"Burkholderia","mallei","SAVP1","Burkholderia mallei SAVP1 chromosome I, NC_008784","Betaproteobacteria","Betaproteobacteria",1,1734922,1734922,0,181,
246,"Chromobacterium","violaceum","ATCC12472","Chromobacterium violaceum ATCC12472 chromosome I, NC_005085","Betaproteobacteria","Betaproteobacteria",1,4751080,4751080,0,246,
1494,"Ralstonia","pickettii","12J","Ralstonia pickettii 12J chromosome I, NC_010682","Betaproteobacteria","Betaproteobacteria",1,3942557,3942557,0,1509,
210,"Burkholderia","xenovorans","LB400","Burkholderia xenovorans LB400 chromosome II, NC_007952","Betaproteobacteria","Betaproteobacteria",1,3363523,3363523,0,210,
189,"Burkholderia","pseudomallei","K96243","Burkholderia pseudomallei K96243 chromosome I, NC_006350","Betaproteobacteria","Betaproteobacteria",1,4074542,4074542,0,189,
614,"Nitrosomonas","europaea","ATCC19718","Nitrosomonas europaea ATCC19718 chromosome I, NC_004757","Betaproteobacteria","Betaproteobacteria",1,2812094,2812094,0,614,
602,"Neisseria","meningitidis","FAM18","Neisseria meningitidis FAM18 chromosome I, NC_008767","Betaproteobacteria","Betaproteobacteria",1,2194961,2194961,0,602,
187,"Burkholderia","pseudomallei",668,"Burkholderia pseudomallei 668 chromosome I, NC_009074","Betaproteobacteria","Betaproteobacteria",1,3912947,3912947,0,187,
603,"Neisseria","meningitidis","MC58","Neisseria meningitidis MC58 chromosome I, NC_003112","Betaproteobacteria","Betaproteobacteria",1,2272351,2272351,0,603,
1212,"Bordetella","petrii","%","Bordetella petrii chromosome I, NC_010170","Betaproteobacteria","Betaproteobacteria",1,5287950,5287950,0,1244,
1495,"Ralstonia","pickettii","12J","Ralstonia pickettii 12J chromosome II, NC_010678","Betaproteobacteria","Betaproteobacteria",1,1302238,1302238,0,1510,
601,"Neisseria","gonorrhoeae","FA1090","Neisseria gonorrhoeae FA1090 chromosome I, NC_002946","Betaproteobacteria","Betaproteobacteria",1,2153922,2153922,0,601,
621,"Nitrosospira","multiformis","ATCC25196","Nitrosospira multiformis ATCC25196 chromosome I, NC_007614","Betaproteobacteria","Betaproteobacteria",1,3184243,3184243,0,621,
674,"Polaromonas","sp.","JS666","Polaromonas sp. JS666 chromosome I, NC_007948","Betaproteobacteria","Betaproteobacteria",1,5200264,5200264,0,674,
1484,"Burkholderia","phytofirmans","PsJN","Burkholderia phytofirmans PsJN chromosome II, NC_010676","Betaproteobacteria","Betaproteobacteria",1,3625999,3625999,0,1499,
1336,"Polynucleobacter","necessarius","STIR1","Polynucleobacter necessarius STIR1 chromosome I, NC_010531","Betaproteobacteria","Betaproteobacteria",1,1560469,1560469,0,1352,
617,"Nitrosomonas","eutropha","C91-C71","Nitrosomonas eutropha C91-C71 chromosome I, NC_008344","Betaproteobacteria","Betaproteobacteria",1,2661057,2661057,0,617,
199,"Burkholderia","thailandensis","E264","Burkholderia thailandensis E264 chromosome I, NC_007651","Betaproteobacteria","Betaproteobacteria",1,3809201,3809201,0,199,
1192,"Burkholderia","multivorans","ATCC 17616","Burkholderia multivorans ATCC 17616 chromosome I, NC_010084","Betaproteobacteria","Betaproteobacteria",1,3448466,3448466,0,1224,
193,"Burkholderia","sp",,"Burkholderia sp  chromosome III, NC_007509","Betaproteobacteria","Betaproteobacteria",1,1395069,1395069,0,193,
61,"Azoarcus","sp.","BH72","Azoarcus sp. BH72 chromosome I, NC_008702","Betaproteobacteria","Betaproteobacteria",1,4376040,4376040,0,61,
165,"Burkholderia","cenocepacia","AU1054","Burkholderia cenocepacia AU1054 chromosome I, NC_008060","Betaproteobacteria","Betaproteobacteria",1,3294563,3294563,0,165,
1519,"Neisseria","gonorrhoeae","NCCP11945","Neisseria gonorrhoeae NCCP11945 chromosome I, NC_011035","Betaproteobacteria","Betaproteobacteria",1,2232025,2232025,0,1534,
203,"Burkholderia","vietnamiensis","G4","Burkholderia vietnamiensis G4 chromosome III, NC_009254","Betaproteobacteria","Betaproteobacteria",1,1241007,1241007,0,203,
177,"Burkholderia","mallei","NCTC 10229","Burkholderia mallei NCTC 10229 chromosome I, NC_008835","Betaproteobacteria","Betaproteobacteria",1,2284095,2284095,0,177,
239,"Chlamydophila","pneumoniae","AR39","Chlamydophila pneumoniae AR39 chromosome I, NC_002179","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,1230230,1230230,0,239,
694,"Protochlamydia","amoebophila","UWE25","Protochlamydia amoebophila UWE25 chromosome I, NC_005861","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,2414465,2414465,0,694,
241,"Chlamydophila","pneumoniae","J138","Chlamydophila pneumoniae J138 chromosome I, NC_002491","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,1226565,1226565,0,241,
1230,"Chlamydia","trachomatis","L2b-UCH-1-proctitis","Chlamydia trachomatis L2b-UCH-1-proctitis chromosome I, NC_010280","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,1038869,1038869,0,1262,
